X,Base,PrefixedVerb,ShiftTrans,Prefix,PrefixStacking,ShiftAspect,BaseFreqWrong,FreqPrefVerb,PerfectiveType,SemanticGroup,SemanticGroupFullName,OtherPrefPossible,FreqBase,SemanticGroupVery,SemanticGroupProto,Frequency,Outcomes,Cues
1396,_________,_____________,intr-intr,pere,notStacked,imp-pf,60,11,specialized,intrch,interchange,no,60,FALSE,FALSE,11,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1397,_______,___________,intr-intr,pere,notStacked,imp-pf,9309,375,specialized,intrch,interchange,no,9309,FALSE,FALSE,375,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1398,_______,___________,intr-intr,pere,notStacked,imp-pf,9309,375,specialized,redo,redo,no,9309,FALSE,FALSE,375,pere,notStacked_imp-pf_redo_intr-intr_specialized
1399,_______,___________,intr-intr,pere,notStacked,imp-pf,4880,2,specialized,ovc-dur,overcome-duration,no,4880,FALSE,FALSE,2,pere,notStacked_imp-pf_ovc-dur_intr-intr_specialized
1400,_____,_________,tr-tr,pere,notStacked,imp-pf,29212,12,specialized,transf,transfer,no,29212,FALSE,TRUE,12,pere,notStacked_imp-pf_transf_tr-tr_specialized
1401,_______,_______________,intr-intr,pere,notStacked,imp-imp,14237,118,not-applicable,intrch,interchange,no,14237,FALSE,FALSE,118,pere,notStacked_imp-imp_intrch_intr-intr_not-applicable
1402,no,_____________,intr-intr,pere,notStacked,no-imp,0,76,not-applicable,redo,redo,no,0,FALSE,FALSE,76,pere,notStacked_no-imp_redo_intr-intr_not-applicable
1403,no,_____________,intr-intr,pere,notStacked,no-imp,0,76,not-applicable,intrch,interchange,no,0,FALSE,FALSE,76,pere,notStacked_no-imp_intrch_intr-intr_not-applicable
1404,________,____________,tr-tr,pere,stacked,imp-pf,10286,1,specialized,seria,seriatim,no,10286,FALSE,FALSE,1,pere,stacked_imp-pf_seria_tr-tr_specialized
1405,__________,______________,tr-tr,pere,stacked,pf-pf,260,32,specialized,redo,redo,no,260,FALSE,FALSE,32,pere,stacked_pf-pf_redo_tr-tr_specialized
1406,no,________________,no-tr,pere,stacked,no-imp,0,5,not-applicable,redo,redo,no,0,FALSE,FALSE,5,pere,stacked_no-imp_redo_no-tr_not-applicable
1407,_________,_____________,tr-tr,pere,stacked,pf-pf,476,1,specialized,overdo,overdo,no,476,FALSE,FALSE,1,pere,stacked_pf-pf_overdo_tr-tr_specialized
1408,____________,________________,tr-tr,pere,stacked,imp-imp,22,1,not-applicable,intrch,interchange,no,22,FALSE,FALSE,1,pere,stacked_imp-imp_intrch_tr-tr_not-applicable
1409,__________,______________,intr-intr,pere,stacked,imp-imp,216,9,not-applicable,redo,redo,no,216,FALSE,FALSE,9,pere,stacked_imp-imp_redo_intr-intr_not-applicable
1410,________,____________,tr-tr,pere,stacked,imp-imp,764,60,not-applicable,redo,redo,no,764,FALSE,FALSE,60,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1411,________,____________,tr-tr,pere,stacked,pf-pf,2453,73,specialized,redo,redo,no,2453,FALSE,FALSE,73,pere,stacked_pf-pf_redo_tr-tr_specialized
1412,__________,______________,intr-intr,pere,stacked,pf-pf,923,1,specialized,seria,seriatim,no,923,FALSE,FALSE,1,pere,stacked_pf-pf_seria_intr-intr_specialized
1413,________,____________,tr-tr,pere,stacked,pf-pf,2290,3,specialized,seria,seriatim,no,2290,FALSE,FALSE,3,pere,stacked_pf-pf_seria_tr-tr_specialized
1414,________,____________,tr-tr,pere,stacked,imp-imp,823,2,specialized,seria,seriatim,no,823,FALSE,FALSE,2,pere,stacked_imp-imp_seria_tr-tr_specialized
1415,__________,______________,tr-tr,pere,stacked,pf-pf,6081,1,specialized,overdo,overdo,no,6081,FALSE,FALSE,1,pere,stacked_pf-pf_overdo_tr-tr_specialized
1416,_________,_____________,tr-tr,pere,stacked,pf-pf,4466,2,specialized,redo,redo,no,4466,FALSE,FALSE,2,pere,stacked_pf-pf_redo_tr-tr_specialized
1417,___________,_______________,intr-intr,pere,stacked,imp-imp,210,2,specialized,redo,redo,no,210,FALSE,FALSE,2,pere,stacked_imp-imp_redo_intr-intr_specialized
1418,_________,_____________,tr-tr,pere,stacked,imp-imp,1240,2,not-applicable,redo,redo,no,1240,FALSE,FALSE,2,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1419,__________,______________,tr-tr,pere,stacked,imp-imp,5435,9,not-applicable,redo,redo,no,5435,FALSE,FALSE,9,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1420,________,____________,tr-tr,pere,stacked,pf-pf,10992,5,specialized,redo,redo,no,10992,FALSE,FALSE,5,pere,stacked_pf-pf_redo_tr-tr_specialized
1421,______,__________,tr-tr,pere,stacked,pf-pf,32630,10,specialized,transf,transfer,no,32630,FALSE,TRUE,10,pere,stacked_pf-pf_transf_tr-tr_specialized
1422,__________,______________,intr-intr,pere,stacked,imp-pf,40281,5,specialized,overdo,overdo,no,40281,FALSE,FALSE,5,pere,stacked_imp-pf_overdo_intr-intr_specialized
1423,________,____________,tr-tr,pere,stacked,imp-imp,23973,16,not-applicable,transf,transfer,no,23973,FALSE,TRUE,16,pere,stacked_imp-imp_transf_tr-tr_not-applicable
1424,________,____________,tr-tr,pere,stacked,pf-pf,4353,3,specialized,redo,redo,no,4353,FALSE,FALSE,3,pere,stacked_pf-pf_redo_tr-tr_specialized
1425,________,____________,tr-tr,pere,stacked,pf-pf,8632,44,specialized,redo,redo,no,8632,FALSE,FALSE,44,pere,stacked_pf-pf_redo_tr-tr_specialized
1426,______,__________,tr-tr,pere,stacked,pf-pf,6822,1,specialized,overdo,overdo,no,6822,FALSE,FALSE,1,pere,stacked_pf-pf_overdo_tr-tr_specialized
1427,_________,_____________,tr-tr,pere,stacked,pf-pf,18624,13,specialized,redo,redo,no,18624,FALSE,FALSE,13,pere,stacked_pf-pf_redo_tr-tr_specialized
1428,___________,_______________,intr-intr,pere,stacked,imp-imp,18624,2,not-applicable,redo,redo,no,18624,FALSE,FALSE,2,pere,stacked_imp-imp_redo_intr-intr_not-applicable
1429,_________,_____________,tr-tr,pere,stacked,imp-imp,5987,13,not-applicable,redo,redo,no,5987,FALSE,FALSE,13,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1430,___________,_______________,tr-tr,pere,stacked,imp-imp,1455,8,not-applicable,redo,redo,no,1455,FALSE,FALSE,8,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1431,__________,______________,tr-tr,pere,stacked,imp-imp,635,1,not-applicable,redo,redo,no,635,FALSE,FALSE,1,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1432,__________,______________,intr-intr,pere,stacked,imp-imp,227,1,not-applicable,redo,redo,no,227,FALSE,FALSE,1,pere,stacked_imp-imp_redo_intr-intr_not-applicable
1433,__________,______________,tr-tr,pere,stacked,imp-imp,2162,3,not-applicable,redo,redo,no,2162,FALSE,FALSE,3,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1434,______,__________,tr-tr,pere,stacked,pf-pf,5879,1,specialized,redo,redo,no,5879,FALSE,FALSE,1,pere,stacked_pf-pf_redo_tr-tr_specialized
1435,___________,_______________,intr-intr,pere,stacked,pf-pf,73,2,specialized,redo,redo,no,73,FALSE,FALSE,2,pere,stacked_pf-pf_redo_intr-intr_specialized
1436,_________,_____________,tr-tr,pere,stacked,pf-pf,814,12,specialized,redo,redo,no,814,FALSE,FALSE,12,pere,stacked_pf-pf_redo_tr-tr_specialized
1437,___________,_______________,intr-intr,pere,stacked,imp-imp,126,3,not-applicable,redo,redo,no,126,FALSE,FALSE,3,pere,stacked_imp-imp_redo_intr-intr_not-applicable
1438,_________,_____________,tr-tr,pere,stacked,imp-imp,369,1,not-applicable,redo,redo,no,369,FALSE,FALSE,1,pere,stacked_imp-imp_redo_tr-tr_not-applicable
1439,________,____________,intr-intr,pere,stacked,imp-pf,676,1,specialized,overdo,overdo,no,676,FALSE,FALSE,1,pere,stacked_imp-pf_overdo_intr-intr_specialized
1440,______,__________,tr-tr,pere,stacked,pf-pf,48499,94,specialized,seria,seriatim,no,48499,FALSE,FALSE,94,pere,stacked_pf-pf_seria_tr-tr_specialized
1441,________,____________,tr-tr,pere,stacked,imp-pf,13768,1,specialized,seria,seriatim,no,13768,FALSE,FALSE,1,pere,stacked_imp-pf_seria_tr-tr_specialized
1442,_____,_________,tr-tr,pere,notStacked,imp-pf,2515,4,specialized,overdo,overdo,no,2515,FALSE,FALSE,4,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1443,_____,_________,tr-tr,pere,notStacked,imp-pf,2515,4,specialized,seria,seriatim,no,2515,FALSE,FALSE,4,pere,notStacked_imp-pf_seria_tr-tr_specialized
1444,______,__________,intr-intr,pere,notStacked,imp-pf,1982,12,specialized,ovc-dur,overcome-duration,no,1982,FALSE,FALSE,12,pere,notStacked_imp-pf_ovc-dur_intr-intr_specialized
1445,____,________,intr-tr,pere,notStacked,imp-pf,168894,10120,specialized,ovc-dur,overcome-duration,no,168894,FALSE,FALSE,10120,pere,notStacked_imp-pf_ovc-dur_intr-tr_specialized
1446,no,____________,no-intr,pere,notStacked,no-imp,0,5,not-applicable,div,divide,no,0,FALSE,FALSE,5,pere,notStacked_no-imp_div_no-intr_not-applicable
1448,no,__________,no-tr,pere,notStacked,no-imp,0,24,not-applicable,div,divide,no,0,FALSE,FALSE,24,pere,notStacked_no-imp_div_no-tr_not-applicable
1449,no,__________,no-tr,pere,notStacked,no-imp,0,325,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,325,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1450,no,____________,no-intr,pere,notStacked,no-imp,0,6,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,6,pere,notStacked_no-imp_transf-met_no-intr_not-applicable
1451,no,__________,no-tr,pere,notStacked,no-imp,0,36,not-applicable,div,divide,no,0,FALSE,FALSE,36,pere,notStacked_no-imp_div_no-tr_not-applicable
1452,no,__________,no-tr,pere,notStacked,no-imp,0,36,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,36,pere,notStacked_no-imp_transf-met_no-tr_not-applicable
1453,no,____________,no-intr,pere,notStacked,no-imp,0,461,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,461,pere,notStacked_no-imp_ovc-dur_no-intr_not-applicable
1454,no,__________,no-tr,pere,notStacked,no-imp,0,8712,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,8712,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1455,____,________,tr-tr,pere,notStacked,imp-pf,4206,97,specialized,div,divide,no,4206,FALSE,FALSE,97,pere,notStacked_imp-pf_div_tr-tr_specialized
1456,____,________,tr-tr,pere,notStacked,imp-pf,4206,97,specialized,overdo,overdo,no,4206,FALSE,FALSE,97,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1457,____,________,tr-tr,pere,notStacked,imp-pf,4206,97,specialized,seria,seriatim,no,4206,FALSE,FALSE,97,pere,notStacked_imp-pf_seria_tr-tr_specialized
1458,________,____________,intr-intr,pere,notStacked,imp-pf,14007,53,specialized,redo,redo,no,14007,FALSE,FALSE,53,pere,notStacked_imp-pf_redo_intr-intr_specialized
1459,________,____________,intr-intr,pere,notStacked,imp-pf,14007,53,specialized,intrch,interchange,no,14007,FALSE,FALSE,53,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1460,________,____________,intr-intr,pere,notStacked,imp-pf,14007,53,specialized,seria,seriatim,no,14007,FALSE,FALSE,53,pere,notStacked_imp-pf_seria_intr-intr_specialized
1461,______,__________,tr-tr,pere,notStacked,pf-pf,1728,6,specialized,seria,seriatim,no,1728,FALSE,FALSE,6,pere,notStacked_pf-pf_seria_tr-tr_specialized
1462,no,______________,no-intr,pere,notStacked,no-imp,0,6,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,6,pere,notStacked_no-imp_transf-met_no-intr_not-applicable
1463,no,____________,no-tr,pere,notStacked,no-imp,0,265,not-applicable,transf-met,transfer metaphorical,no,0,TRUE,FALSE,265,pere,notStacked_no-imp_transf-met_no-tr_not-applicable
1464,______,__________,tr-tr,pere,notStacked,imp-pf,3598,75,specialized,transf-met,transfer metaphorical,no,3598,TRUE,FALSE,75,pere,notStacked_imp-pf_transf-met_tr-tr_specialized
1465,_____,_________,tr-tr,pere,notStacked,imp-pf,67763,822,specialized,ovc-dur,overcome-duration,no,67763,FALSE,FALSE,822,pere,notStacked_imp-pf_ovc-dur_tr-tr_specialized
1466,____,_____________,no-tr,pere,notStacked,no-pf,1204,1,specialized,bridge,bridge,no,1204,FALSE,FALSE,1,pere,notStacked_no-pf_bridge_no-tr_specialized
1467,______,__________,intr-intr,pere,notStacked,imp-pf,1422,2,specialized,div,divide,no,1422,FALSE,FALSE,2,pere,notStacked_imp-pf_div_intr-intr_specialized
1468,____,________,tr-tr,pere,notStacked,imp-pf,3703,60,specialized,super,superiority,no,3703,FALSE,FALSE,60,pere,notStacked_imp-pf_super_tr-tr_specialized
1469,____,________,tr-tr,pere,notStacked,imp-pf,3703,60,specialized,super,superiority,no,3703,FALSE,FALSE,60,pere,notStacked_imp-pf_super_tr-tr_specialized
1470,____,________,tr-tr,pere,notStacked,imp-pf,3703,60,specialized,div,divide,no,3703,FALSE,FALSE,60,pere,notStacked_imp-pf_div_tr-tr_specialized
1471,________,____________,intr-intr,pere,notStacked,imp-pf,349,17,specialized,overdo,overdo,no,349,FALSE,FALSE,17,pere,notStacked_imp-pf_overdo_intr-intr_specialized
1472,______,__________,tr-tr,pere,notStacked,imp-pf,1695,48,specialized,overdo,overdo,no,1695,FALSE,FALSE,48,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1473,no,____________,no-tr,pere,notStacked,no-imp,0,7,not-applicable,overdo,overdo,no,0,FALSE,FALSE,7,pere,notStacked_no-imp_overdo_no-tr_not-applicable
1474,_____,_________,intr-tr,pere,notStacked,imp-pf,56579,5984,specialized,transf,transfer,no,56579,FALSE,TRUE,5984,pere,notStacked_imp-pf_transf_intr-tr_specialized
1475,____,________,tr-intr,pere,notStacked,imp-pf,301866,107,specialized,overdo,overdo,no,301866,FALSE,FALSE,107,pere,notStacked_imp-pf_overdo_tr-intr_specialized
1476,______,__________,intr-tr,pere,notStacked,imp-imp,939,1812,not-applicable,transf,transfer,no,939,FALSE,TRUE,1812,pere,notStacked_imp-imp_transf_intr-tr_not-applicable
1477,______,__________,intr-intr,pere,notStacked,imp-pf,20283,5,specialized,overdo,overdo,no,20283,FALSE,FALSE,5,pere,notStacked_imp-pf_overdo_intr-intr_specialized
1478,______,__________,intr-intr,pere,notStacked,imp-pf,20283,5,specialized,seria,seriatim,no,20283,FALSE,FALSE,5,pere,notStacked_imp-pf_seria_intr-intr_specialized
1479,no,_________,no-intr,pere,notStacked,no-imp,0,33,not-applicable,overdo,overdo,no,0,FALSE,FALSE,33,pere,notStacked_no-imp_overdo_no-intr_not-applicable
1480,_____,_________,tr-tr,pere,notStacked,imp-pf,349,4,specialized,seria,seriatim,no,349,FALSE,FALSE,4,pere,notStacked_imp-pf_seria_tr-tr_specialized
1481,no,__________,no-tr,pere,notStacked,no-imp,0,34,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,34,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1482,______,__________,tr-tr,pere,notStacked,imp-pf,49097,91,specialized,seria,seriatim,no,49097,FALSE,FALSE,91,pere,notStacked_imp-pf_seria_tr-tr_specialized
1483,____,________,intr-intr,pere,notStacked,imp-pf,6326,3,specialized,overdo,overdo,no,6326,FALSE,FALSE,3,pere,notStacked_imp-pf_overdo_intr-intr_specialized
1484,no,______________,no-intr,pere,notStacked,no-imp,0,5,not-applicable,seria,seriatim,no,0,FALSE,FALSE,5,pere,notStacked_no-imp_seria_no-intr_not-applicable
1485,no,____________,no-intr,pere,notStacked,no-imp,0,109,not-applicable,redo,redo,no,0,FALSE,FALSE,109,pere,notStacked_no-imp_redo_no-intr_not-applicable
1486,________,____________,intr-intr,pere,notStacked,imp-pf,4019,5,specialized,seria,seriatim,no,4019,FALSE,FALSE,5,pere,notStacked_imp-pf_seria_intr-intr_specialized
1487,______,__________,intr-intr,pere,notStacked,imp-pf,169743,1755,specialized,redo,redo,no,169743,FALSE,FALSE,1755,pere,notStacked_imp-pf_redo_intr-intr_specialized
1488,______,__________,intr-tr,pere,notStacked,imp-pf,169743,1755,specialized,seria,seriatim,no,169743,FALSE,FALSE,1755,pere,notStacked_imp-pf_seria_intr-tr_specialized
1489,no,____________,no-intr,pere,notStacked,no-imp,0,1,not-applicable,transf,transfer,no,0,FALSE,TRUE,1,pere,notStacked_no-imp_transf_no-intr_not-applicable
1490,________,____________,tr-tr,pere,notStacked,imp-pf,89,1,specialized,super,superiority,no,89,FALSE,FALSE,1,pere,notStacked_imp-pf_super_tr-tr_specialized
1491,_________,_____________,intr-intr,pere,notStacked,imp-pf,160,6,specialized,intrch,interchange,no,160,FALSE,FALSE,6,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1492,no,_______________,no-intr,pere,notStacked,no-imp,0,1,not-applicable,intrch,interchange,no,0,FALSE,FALSE,1,pere,notStacked_no-imp_intrch_no-intr_not-applicable
1493,no,_____________,no-tr,pere,notStacked,no-imp,0,1,not-applicable,ovc-dur,overcome-duration,no,0,FALSE,FALSE,1,pere,notStacked_no-imp_ovc-dur_no-tr_not-applicable
1494,_______,___________,intr-tr,pere,notStacked,imp-pf,4166,1,specialized,ovc-dur,overcome-duration,no,4166,FALSE,FALSE,1,pere,notStacked_imp-pf_ovc-dur_intr-tr_specialized
1495,_______,___________,intr-intr,pere,notStacked,imp-pf,6430,132,specialized,intrch,interchange,no,6430,FALSE,FALSE,132,pere,notStacked_imp-pf_intrch_intr-intr_specialized
1496,_____,_________,tr-tr,pere,notStacked,imp-pf,2273,24,specialized,seria,seriatim,no,2273,FALSE,FALSE,24,pere,notStacked_imp-pf_seria_tr-tr_specialized
1497,_____,_________,tr-tr,pere,notStacked,imp-pf,2273,24,specialized,transf,transfer,no,2273,FALSE,TRUE,24,pere,notStacked_imp-pf_transf_tr-tr_specialized
1498,________,____________,tr-tr,pere,notStacked,imp-pf,2521,616,specialized,intrch,interchange,no,2521,FALSE,FALSE,616,pere,notStacked_imp-pf_intrch_tr-tr_specialized
1499,no,______________,no-tr,pere,notStacked,no-imp,0,490,not-applicable,intrch,interchange,no,0,FALSE,FALSE,490,pere,notStacked_no-imp_intrch_no-tr_not-applicable
1500,_______,___________,intr-intr,pere,notStacked,imp-pf,924,1081,specialized,seria,seriatim,no,924,FALSE,FALSE,1081,pere,notStacked_imp-pf_seria_intr-intr_specialized
1501,_______,___________,tr-intr,pere,notStacked,pf-pf,925,1082,specialized,ovc-dur,overcome-duration,no,925,FALSE,FALSE,1082,pere,notStacked_pf-pf_ovc-dur_tr-intr_specialized
1502,_________,_____________,tr-tr,pere,stacked,pf-pf,893,3,specialized,redo,redo,no,893,FALSE,FALSE,3,pere,stacked_pf-pf_redo_tr-tr_specialized
1503,____,__________,no-tr,pere,notStacked,no-imp,17944,1,not-applicable,super,superiority,no,17944,FALSE,FALSE,1,pere,notStacked_no-imp_super_no-tr_not-applicable
1504,____,__________,no-tr,pere,notStacked,no-pf,17944,3,specialized,super,superiority,no,17944,FALSE,FALSE,3,pere,notStacked_no-pf_super_no-tr_specialized
1505,_______,___________,tr-tr,pere,notStacked,imp-pf,908,2,specialized,overdo,overdo,no,908,FALSE,FALSE,2,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1506,_______,___________,tr-tr,pere,notStacked,imp-pf,908,2,specialized,super,superiority,no,908,FALSE,FALSE,2,pere,notStacked_imp-pf_super_tr-tr_specialized
1507,____________,________________,intr-intr,pere,notStacked,imp-pf,11,1,specialized,overdo,overdo,no,11,FALSE,FALSE,1,pere,notStacked_imp-pf_overdo_intr-intr_specialized
1508,__________,______________,tr-tr,pere,notStacked,imp-pf,228,9,specialized,overdo,overdo,no,228,FALSE,FALSE,9,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1509,__________,______________,intr-intr,pere,stacked,imp-imp,322,1,not-applicable,transf,transfer,no,322,FALSE,TRUE,1,pere,stacked_imp-imp_transf_intr-intr_not-applicable
1510,________,____________,tr-tr,pere,stacked,imp-imp,5331,51,not-applicable,transf,transfer,no,5331,FALSE,TRUE,51,pere,stacked_imp-imp_transf_tr-tr_not-applicable
1511,__________,______________,intr-intr,pere,stacked,pf-pf,958,3,specialized,overdo,overdo,no,958,FALSE,FALSE,3,pere,stacked_pf-pf_overdo_intr-intr_specialized
1512,________,____________,tr-tr,pere,stacked,pf-pf,3008,75,specialized,transf,transfer,no,3008,FALSE,TRUE,75,pere,stacked_pf-pf_transf_tr-tr_specialized
1513,_______________,___________________,intr-intr,pere,notStacked,imp-pf,157,32,specialized,transf,transfer,no,157,FALSE,TRUE,32,pere,notStacked_imp-pf_transf_intr-intr_specialized
1514,_____________,_________________,tr-tr,pere,notStacked,pf-pf,166,47,specialized,transf,transfer,no,166,FALSE,TRUE,47,pere,notStacked_pf-pf_transf_tr-tr_specialized
1515,no,__________,no-tr,pere,notStacked,no-imp,0,3,not-applicable,transf,transfer,no,0,FALSE,TRUE,3,pere,notStacked_no-imp_transf_no-tr_not-applicable
1516,_________,_____________,tr-tr,pere,notStacked,imp-pf,2302,2,specialized,redo,redo,no,2302,FALSE,FALSE,2,pere,notStacked_imp-pf_redo_tr-tr_specialized
1517,_________,_____________,intr-intr,pere,notStacked,imp-pf,1331,196,specialized,transf,transfer,no,1331,FALSE,TRUE,196,pere,notStacked_imp-pf_transf_intr-intr_specialized
1518,_______,___________,tr-tr,pere,notStacked,pf-pf,3576,958,specialized,transf,transfer,no,3576,FALSE,TRUE,958,pere,notStacked_pf-pf_transf_tr-tr_specialized
1519,no,_______________,no-intr,pere,notStacked,no-imp,0,2,not-applicable,overdo,overdo,no,0,FALSE,FALSE,2,pere,notStacked_no-imp_overdo_no-intr_not-applicable
1520,no,_____________,no-tr,pere,notStacked,no-imp,0,12,not-applicable,overdo,overdo,no,0,FALSE,FALSE,12,pere,notStacked_no-imp_overdo_no-tr_not-applicable
1521,_________,_____________,intr-intr,pere,notStacked,imp-pf,20338,1,specialized,ovc-dur,overcome-duration,no,20338,FALSE,FALSE,1,pere,notStacked_imp-pf_ovc-dur_intr-intr_specialized
1522,_______,___________,tr-tr,pere,notStacked,imp-pf,45983,44,specialized,overdo,overdo,no,45983,FALSE,FALSE,44,pere,notStacked_imp-pf_overdo_tr-tr_specialized
1523,_______,___________,tr-tr,pere,notStacked,imp-pf,45983,44,specialized,ovc-dur,overcome-duration,no,45983,FALSE,FALSE,44,pere,notStacked_imp-pf_ovc-dur_tr-tr_specialized
1524,no,_______________,no-intr,pere,notStacked,no-imp,0,65,not-applicable,transf,transfer,no,0,FALSE,TRUE,65,pere,notStacked_no-imp_transf_no-intr_not-applicable
1525,no,_____________,no-tr,pere,notStacked,no-imp,0,333,not-applicable,div,divide,no,0,FALSE,FALSE,333,pere,notStacked_no-imp_div_no-tr_not-applicable
1526,_________,_____________,intr-intr,pere,notStacked,imp-pf,1556,2,specialized,overdo,overdo,no,1556,FALSE,FALSE,2,pere,notStacked_imp-pf_overdo_intr-intr_specialized
1527,no,____________,no-intr,pere,notStacked,no-imp,0,6,not-applicable,redo,redo,no,0,FALSE,FALSE,6,pere,notStacked_no-imp_redo_no-intr_not-applicable
1528,no,__________,no-tr,pere,notStacked,no-imp,0,8,not-applicable,redo,redo,no,0,FALSE,FALSE,8,pere,notStacked_no-imp_redo_no-tr_not-applicable
1529,no,______________,no-intr,pere,notStacked,no-imp,0,123,specialized,redo,redo,no,0,FALSE,FALSE,123,pere,notStacked_no-imp_redo_no-intr_specialized
1530,no,____________,no-tr,pere,notStacked,no-imp,0,1065,specialized,redo,redo,no,0,FALSE,FALSE,1065,pere,notStacked_no-imp_redo_no-tr_specialized
1531,______,__________,tr-tr,pere,notStacked,imp-pf,4832,45,specialized,redo,redo,no,4832,FALSE,FALSE,45,pere,notStacked_imp-pf_redo_tr-tr_specialized
1532,______,__________,tr-tr,pere,notStacked,imp-pf,4832,45,specialized,seria,seriatim,no,4832,FALSE,FALSE,45,pere,notStacked_imp-pf_seria_tr-tr_specialized
1534,______,__________,tr-tr,pere,notStacked,imp-pf,144529,2274,specialized,redo,redo,no,144529,FALSE,FALSE,2274,pere,notStacked_imp-pf_redo_tr-tr_specialized
1535,______,__________,tr-tr,pere,notStacked,imp-pf,144529,2274,specialized,seria,seriatim,no,144529,FALSE,FALSE,2274,pere,notStacked_imp-pf_seria_tr-tr_specialized
1536,_________,_____________,intr-intr,pere,notStacked,imp-pf,8084,221,specialized,transf,transfer,no,8084,FALSE,TRUE,221,pere,notStacked_imp-pf_transf_intr-intr_specialized
1537,_______,___________,tr-tr,pere,notStacked,imp-pf,2114,612,specialized,transf,transfer,no,2114,FALSE,TRUE,612,pere,notStacked_imp-pf_transf_tr-tr_specialized
1538,_________,_____________,intr-intr,pere,notStacked,imp-imp,19362,1946,not-applicable,transf,transfer,no,19362,FALSE,TRUE,1946,pere,notStacked_imp-imp_transf_intr-intr_not-applicable
1539,no,___________,no-tr,pere,notStacked,no-imp,0,1083,not-applicable,transf,transfer,no,0,FALSE,TRUE,1083,pere,notStacked_no-imp_transf_no-tr_not-applicable
1540,_______,___________,tr-tr,pere,notStacked,imp-pf,3190,1083,specialized,seria,seriatim,no,3190,FALSE,FALSE,1083,pere,notStacked_imp-pf_seria_tr-tr_specialized
1541,______,__________,intr-intr,pere,notStacked,pf-pf,1575,707,specialized,transf,transfer,yes,1575,FALSE,TRUE,707,pere,notStacked_pf-pf_transf_intr-intr_specialized
1542,____,________,tr-tr,pere,notStacked,pf-pf,213364,26151,specialized,transf,transfer,yes,213364,FALSE,TRUE,26151,pere,notStacked_pf-pf_transf_tr-tr_specialized
1543,______,__________,tr-tr,pere,notStacked,imp-pf,3769,35,specialized,transf,transfer,no,3769,FALSE,TRUE,35,pere,notStacked_imp-pf_transf_tr-tr_specialized
1544,______,__________,tr-tr,pere,notStacked,imp-pf,3769,35,specialized,seria,seriatim,no,3769,FALSE,FALSE,35,pere,notStacked_imp-pf_seria_tr-tr_specialized
1545,no,____________,no-tr,pere,notStacked,no-imp,1,12,not-applicable,transf,transfer,no,1,FALSE,TRUE,12,pere,notStacked_no-imp_transf_no-tr_not-applicable
1546,no,_____________,no-tr,pere,notStacked,no-imp,0,9,not-applicable,seria,seriatim,no,0,FALSE,FALSE,9,pere,notStacked_no-imp_seria_no-tr_not-applicable
1547,no,_____________,no-tr,pere,notStacked,no-imp,0,9,not-applicable,div,divide,no,0,FALSE,FALSE,9,pere,notStacked_no-imp_div_no-tr_not-applicable
1548,______,__________,tr-tr,pere,notStacked,imp-pf,5301,121,specialized,seria,seriatim,no,5301,FALSE,FALSE,121,pere,notStacked_imp-pf_seria_tr-tr_specialized
1549,______,__________,tr-tr,pere,notStacked,imp-pf,5301,121,specialized,div,divide,no,5301,FALSE,FALSE,121,pere,notStacked_imp-pf_div_tr-tr_specialized
1550,________,____________,intr-intr,pere,notStacked,imp-imp,6969,3720,not-applicable,transf,transfer,yes,6969,FALSE,TRUE,3720,pere,notStacked_imp-imp_transf_intr-intr_not-applicable
1551,______,__________,tr-tr,pere,notStacked,imp-imp,105949,11453,not-applicable,transf,transfer,yes,105949,FALSE,TRUE,11453,pere,notStacked_imp-imp_transf_tr-tr_not-applicable
1552,_______,___________,intr-intr,pere,notStacked,imp-pf,2,3,specialized,overdo,overdo,no,2,FALSE,FALSE,3,pere,notStacked_imp-pf_overdo_intr-intr_specialized
